7,52
65,33
9,12
57,47
66,37
53,57
9,50
31,64
11,50
17,25
11,33
24,63
69,36
16,27
59,55
61,36
5,43
55,55
23,6
61,57
7,16
7,43
45,63
16,9
20,9
63,69
16,47
42,63
6,27
3,53
69,53
65,35
1,7
12,19
3,27
23,66
27,55
25,22
61,35
1,23
29,57
13,24
12,17
59,33
9,47
46,55
4,33
15,8
1,19
0,23
68,31
68,63
18,25
47,50
45,60
50,57
23,9
18,1
6,37
2,25
65,47
17,39
5,18
63,65
9,36
3,45
28,57
3,11
9,45
15,37
13,22
65,62
68,69
34,59
25,19
35,60
5,47
3,44
69,59
6,33
51,55
11,47
29,9
46,63
9,54
63,53
22,17
2,19
65,51
3,13
17,1
9,39
11,55
4,41
67,69
13,44
39,28
21,20
18,5
2,21
7,11
60,55
16,61
3,31
20,21
37,64
13,37
19,28
5,29
46,53
11,13
15,17
7,12
23,0
31,63
65,40
1,13
54,57
21,4
13,2
3,41
61,26
59,64
62,29
61,31
6,57
9,23
41,62
65,34
23,59
48,63
5,21
53,29
63,52
44,61
60,67
67,55
3,40
19,31
61,55
62,65
12,9
21,59
67,65
5,34
4,29
7,37
3,47
15,1
6,35
70,33
67,37
17,33
10,35
3,36
11,14
15,13
69,52
57,53
15,41
25,26
57,45
17,36
20,37
19,61
37,62
15,59
25,31
19,3
0,31
17,59
15,30
26,11
15,40
55,51
7,13
60,27
8,25
11,45
15,7
3,5
21,61
49,59
41,61
63,40
27,66
19,57
11,52
59,32
3,56
13,12
45,58
35,5
60,35
7,9
5,19
49,50
12,47
40,53
37,61
64,63
22,19
67,35
13,49
56,57
63,36
25,63
21,11
12,31
59,28
7,1
33,59
8,57
53,56
23,67
15,9
1,25
65,69
37,59
47,30
43,63
61,68
9,19
4,11
27,59
13,27
69,56
17,19
11,24
64,49
11,54
4,49
1,43
9,25
15,25
25,59
7,22
13,30
57,61
69,43
59,35
9,53
19,29
20,7
63,31
67,44
67,34
19,59
17,35
69,45
21,34
29,1
25,60
19,5
17,4
13,56
11,31
65,60
16,49
13,43
57,33
13,16
40,61
5,30
11,32
63,47
17,30
5,33
63,45
5,31
7,49
49,60
51,39
4,47
65,56
1,5
4,21
16,43
0,43
9,35
36,59
9,51
44,63
19,1
18,35
7,42
24,31
11,60
58,55
24,61
9,9
32,65
29,58
3,43
24,25
13,15
29,7
13,33
29,21
68,33
17,21
13,46
38,59
2,3
7,30
1,10
15,43
5,51
37,65
29,61
7,18
13,13
16,19
29,62
25,57
4,23
21,55
9,41
1,46
5,46
8,33
23,10
2,45
7,15
9,30
7,3
55,54
9,11
2,49
23,8
26,59
69,38
1,49
15,15
1,47
60,59
65,67
55,57
1,21
60,37
18,9
66,61
11,29
55,48
23,24
7,28
11,49
15,61
19,56
3,15
20,35
9,49
24,55
16,35
14,33
69,60
16,39
5,41
15,42
66,69
19,26
7,44
3,23
7,24
69,35
51,61
3,30
27,61
57,31
64,65
2,13
13,17
14,1
5,6
27,65
10,43
1,50
10,17
10,3
20,55
33,65
11,43
59,66
13,57
7,20
30,9
6,9
67,67
20,63
18,33
7,5
1,20
7,4
61,47
40,57
13,9
10,23
69,33
69,61
11,23
63,56
11,17
68,51
0,9
51,59
7,47
17,17
15,62
70,67
29,18
9,5
63,32
13,28
7,27
59,62
10,9
26,57
10,21
7,19
1,51
26,63
63,50
59,29
47,62
27,12
67,53
51,63
35,61
25,6
14,17
67,50
67,41
2,47
7,41
14,59
65,30
29,16
7,6
21,35
0,53
2,29
61,27
69,44
43,59
23,5
63,55
15,39
1,29
25,65
17,38
11,21
27,17
32,61
23,21
45,59
21,6
67,27
69,37
53,43
13,59
25,21
63,33
13,23
59,65
63,35
1,2
25,1
5,45
57,65
9,6
2,51
3,7
23,13
1,11
68,41
8,19
17,23
62,63
49,63
59,37
67,45
21,57
21,31
1,15
26,5
5,39
17,13
14,13
7,39
17,3
3,17
65,32
13,11
5,35
12,35
37,19
15,45
69,46
18,55
3,38
7,7
51,56
19,33
58,35
19,43
23,55
67,48
25,3
62,47
66,53
3,37
63,44
15,35
19,10
18,17
57,64
5,12
2,35
4,15
22,57
69,31
3,9
17,11
14,9
9,1
38,61
7,33
2,33
17,57
31,66
5,8
63,63
3,29
66,27
50,63
60,63
12,55
15,21
17,27
49,58
15,28
9,59
67,51
52,53
10,19
6,43
67,49
11,37
1,1
63,38
28,55
67,59
34,65
47,63
17,2
3,18
6,15
65,31
67,63
1,27
64,55
9,14
11,4
1,31
55,30
65,65
60,57
3,16
54,69
15,29
69,58
39,57
4,43
25,56
69,42
57,66
69,57
61,63
65,27
19,15
9,3
9,21
35,65
9,42
17,5
13,5
69,65
5,49
41,8
15,14
3,21
23,61
13,55
7,21
7,45
16,33
51,62
61,54
15,5
34,63
53,67
66,49
1,42
13,38
7,17
11,0
13,21
7,55
41,57
12,13
4,5
3,51
65,58
61,41
6,49
57,57
65,45
1,28
58,53
19,35
69,49
51,60
33,62
10,11
30,67
16,23
3,35
53,27
15,58
22,61
20,29
65,49
63,68
11,9
23,11
69,39
15,27
63,41
5,37
29,6
7,10
16,13
8,35
2,23
68,67
16,45
49,61
32,3
23,56
19,60
8,27
68,59
48,59
65,52
17,29
9,52
31,61
15,10
53,53
67,46
61,49
29,65
21,17
1,4
36,65
62,57
5,7
41,59
41,64
3,32
4,1
21,58
7,29
27,67
45,56
65,46
57,37
66,43
63,66
66,65
15,23
70,49
27,63
35,62
59,59
29,67
3,49
13,3
43,60
59,44
62,39
10,41
15,22
9,16
11,25
35,63
5,2
3,1
5,53
19,55
5,3
14,41
20,3
11,5
13,4
33,63
13,36
10,37
1,9
23,63
61,30
68,37
8,13
7,35
20,17
69,54
22,59
11,39
21,15
1,16
14,31
59,45
11,57
67,61
6,1
11,15
15,11
54,49
61,67
23,17
17,50
63,29
8,5
26,67
17,37
51,29
54,61
55,68
31,59
60,45
55,49
37,53
63,5
36,33
29,44
41,11
17,52
54,5
59,67
57,41
34,41
51,13
52,13
15,65
35,11
27,45
65,25
33,45
25,47
42,57
53,39
63,23
65,15
37,5
57,6
33,37
43,17
69,5
3,59
59,69
45,9
61,61
41,47
34,19
41,14
59,15
63,25
29,69
31,55
12,67
45,38
19,40
31,41
38,21
45,24
49,17
69,3
21,3
26,27
43,1
19,38
57,26
37,42
67,9
57,28
38,57
23,19
69,20
25,39
45,26
43,50
57,24
47,66
55,34
61,53
29,41
43,15
1,69
31,27
49,42
19,47
5,55
47,47
41,1
37,9
31,7
69,25
51,44
29,5
57,25
58,3
27,25
49,1
43,10
37,6
56,39
23,28
47,15
29,40
25,27
61,46
47,57
25,43
53,1
46,27
55,17
35,37
27,52
60,41
55,45
37,67
55,18
67,13
54,43
41,27
47,12
13,47
17,14
53,50
63,16
7,61
25,14
35,20
23,54
45,57
43,21
39,18
33,38
50,25
35,8
37,69
53,61
25,29
51,31
48,57
41,12
62,7
56,3
47,13
49,53
19,23
5,15
21,67
56,63
25,44
52,43
23,26
55,25
51,51
30,43
51,10
68,21
61,23
25,38
55,52
17,61
47,5
31,18
41,40
43,39
23,52
31,37
33,20
65,14
27,49
33,31
26,53
56,33
15,63
63,61
59,63
69,24
28,39
37,44
19,48
3,61
39,52
46,65
43,52
49,19
57,36
29,51
53,14
37,31
57,14
33,11
41,24
47,55
64,9
39,42
53,7
37,4
30,1
57,1
67,19
51,41
60,17
59,7
51,37
67,25
38,5
53,13
36,51
52,29
58,21
33,19
55,63
15,49
41,39
46,43
55,1
46,23
69,30
57,43
52,49
35,53
14,69
49,23
17,45
55,19
53,8
51,65
57,68
31,15
39,3
28,3
49,45
28,41
59,23
21,44
24,43
19,53
44,33
53,26
59,39
62,19
49,33
67,15
45,7
55,31
60,21
6,61
23,46
31,8
3,57
36,35
46,3
59,22
39,21
39,32
55,37
44,65
67,18
40,7
18,45
32,45
59,5
47,43
35,12
39,44
37,27
70,15
47,68
45,44
21,21
30,53
66,23
69,7
51,8
63,21
65,17
67,1
33,57
67,5
57,0
57,19
55,46
29,46
23,15
44,69
43,13
24,37
53,3
34,35
45,23
49,49
21,14
45,13
33,46
31,21
61,25
43,35
37,49
59,21
27,8
22,53
32,13
41,43
53,11
45,41
43,22
63,7
60,61
51,6
47,1
55,14
57,8
59,1
31,9
61,19
63,11
58,47
46,33
29,45
39,19
67,31
33,21
58,45
36,47
62,1
26,69
29,13
57,7
47,27
49,57
39,12
54,1
17,64
45,49
11,67
27,21
19,52
45,37
30,23
17,47
26,39
25,28
23,35
61,13
21,41
42,13
45,29
48,25
15,53
37,51
51,23
49,14
67,26
45,55
32,59
30,55
53,65
52,41
25,37
50,29
47,9
7,51
60,25
69,14
39,7
23,53
28,11
59,47
53,52
55,53
21,29
49,48
39,51
21,43
53,24
31,35
39,37
39,24
36,53
37,1
9,65
29,30
37,14
19,13
16,63
41,41
53,19
23,22
44,37
45,51
54,37
31,11
35,57
32,35
42,47
68,7
33,55
63,15
35,69
33,9
47,46
66,21
5,67
53,60
56,11
41,33
28,33
67,12
49,13
50,67
50,39
31,67
17,48
37,29
50,11
67,7
1,38
47,29
43,16
63,42
47,17
5,59
69,28
39,63
35,9
42,67
17,12
51,25
9,37
27,10
48,19
57,18
39,2
39,66
55,27
69,1
27,44
35,46
23,20
7,69
4,59
11,68
69,18
57,50
7,63
45,46
64,23
49,67
65,9
49,27
53,10
59,13
1,60
31,29
69,23
36,37
47,40
34,29
35,29
43,41
5,61
27,69
67,28
41,9
33,0
49,11
20,65
59,42
37,39
53,35
37,57
51,69
27,47
65,24
41,15
27,34
31,69
37,7
48,31
51,47
64,1
16,67
23,25
19,68
33,50
41,68
49,41
39,50
49,21
36,69
27,41
37,28
1,65
67,23
33,67
33,24
62,61
42,17
42,27
13,1
26,47
49,31
17,55
35,21
44,1
28,27
53,51
63,18
55,29
57,9
37,25
65,1
21,51
69,55
50,19
33,1
34,69
19,67
49,69
67,2
47,35
41,51
27,48
53,25
61,39
63,10
41,20
49,43
49,37
60,13
39,31
32,5
66,13
38,9
29,17
23,51
21,39
37,17
5,68
43,2
63,57
37,40
59,3
45,69
43,27
20,15
25,36
34,9
24,51
1,37
9,63
21,53
53,5
43,37
54,25
39,16
19,65
25,55
19,66
41,30
30,13
25,25
1,66
59,2
41,44
45,28
59,25
53,17
27,43
39,35
5,17
41,0
37,30
53,37
62,43
67,16
29,37
54,11
40,5
35,39
58,69
57,39
47,45
55,33
41,26
45,10
57,52
13,64
21,46
44,29
57,63
60,15
45,12
55,40
1,55
42,51
39,49
50,1
41,23
33,39
58,39
39,55
55,11
45,21
63,20
34,33
37,43
13,50
25,53
53,4
40,11
53,46
13,69
30,49
35,41
51,9
43,47
31,13
41,28
35,27
26,31
21,38
31,34
41,69
62,5
39,9
48,27
46,51
65,6
61,33
50,33
54,13
28,15
57,4
14,67
39,26
51,20
45,20
50,47
32,67
38,47
51,11
61,15
23,48
33,69
62,13
27,37
52,27
41,48
52,63
55,20
43,32
57,49
61,21
65,11
40,55
4,63
4,67
40,21
56,21
28,37
53,21
41,21
51,27
18,21
25,5
55,39
25,34
50,31
51,15
39,67
21,50
39,23
13,51
37,68
41,3
41,53
65,13
34,27
61,32
51,43
4,53
67,11
49,7
55,5
41,63
36,15
59,27
46,1
61,0
68,5
37,22
55,6
32,21
33,70
33,16
2,69
3,19
25,33
38,67
53,33
57,67
47,22
51,1
7,59
61,5
40,1
47,32
63,8
47,69
57,16
11,62
3,69
43,57
43,65
9,69
25,13
65,2
66,3
1,39
63,19
35,43
45,53
57,12
53,47
55,59
36,21
35,3
23,30
33,51
70,9
21,70
36,1
32,11
53,34
65,21
55,69
26,17
65,19
37,23
36,11
43,9
0,55
42,9
35,2
24,35
50,27
69,67
17,60
33,15
38,35
57,60
32,57
43,49
31,45
35,67
43,55
33,17
43,43
21,7
43,3
6,55
37,21
43,45
49,51
22,11
49,39
63,39
39,53
58,11
37,35
3,63
37,11
23,29
2,67
57,62
15,69
47,67
35,17
65,7
59,34
24,69
34,17
19,69
45,36
53,18
25,16
34,5
60,9
21,45
41,66
61,45
48,37
53,31
29,27
57,21
35,51
63,1
43,7
21,65
34,67
45,11
7,68
24,65
35,1
41,19
57,35
55,16
23,40
59,19
2,55
61,3
17,67
61,43
35,49
41,29
53,69
15,66
45,47
69,9
31,10
37,37
59,41
41,46
31,52
35,44
6,19
49,54
35,6
38,55
37,15
29,23
45,19
15,67
40,31
41,7
45,67
1,62
39,33
47,33
54,9
15,55
5,65
47,25
19,44
25,45
57,27
35,33
47,23
17,63
28,9
49,44
31,26
61,11
51,66
49,35
53,9
31,1
33,3
21,47
31,53
47,37
59,9
53,28
63,13
19,49
31,40
39,41
20,51
1,41
30,35
3,65
25,50
23,45
22,39
30,37
5,1
25,2
57,48
47,11
28,43
35,56
40,41
26,23
41,17
7,67
35,23
52,33
37,8
13,65
49,47
4,65
19,22
44,25
34,15
43,70
43,51
44,3
49,70
27,24
48,15
51,19
21,48
23,65
29,28
43,6
57,51
11,63
42,33
8,59
57,17
23,43
52,39
44,53
62,17
35,26
69,29
42,3
45,65
40,69
21,25
55,35
63,9
17,65
47,16
1,58
29,50
61,37
14,61
33,49
39,4
66,7
28,1
35,36
11,65
59,6
46,49
27,1
36,49
25,17
45,18
27,27
19,51
45,8
32,7
17,49
43,4
30,69
47,38
13,35
35,38
49,16
31,17
1,67
27,5
55,23
60,39
39,17
30,57
9,68
11,69
9,70
39,5
68,9
57,15
41,35
41,65
65,57
24,3
45,3
19,45
29,47
47,21
43,69
59,11
45,6
44,41
47,39
33,32
23,42
20,25
7,66
31,33
69,15
27,33
23,3
47,51
47,65
27,51
50,51
29,29
41,5
60,11
44,13
45,39
33,47
39,47
27,50
31,14
31,51
33,48
17,51
51,3
30,21
14,51
48,53
23,32
45,1
32,49
33,29
45,17
46,19
21,37
31,39
42,23
49,6
31,28
43,23
51,36
59,18
55,61
55,32
35,24
49,24
33,23
29,25
36,31
1,59
30,31
29,19
21,23
54,41
13,67
24,19
49,18
31,32
36,17
65,53
51,21
59,20
51,49
43,67
2,63
33,53
49,36
27,19
2,59
21,49
55,67
34,3
38,25
29,31
53,41
50,65
35,54
68,25
35,13
35,35
9,64
66,19
13,63
35,25
21,69
12,63
54,67
25,23
57,69
7,65
31,49
43,5
67,21
58,15
35,45
34,13
37,55
28,47
49,52
49,5
52,67
23,39
55,41
31,23
23,49
56,27
34,49
38,49
69,11
55,47
37,41
55,15
29,53
47,34
39,25
66,31
5,69
53,36
33,33
40,17
55,2
63,12
35,15
67,17
21,27
50,15
31,5
39,10
27,53
23,37
39,43
17,15
9,67
48,9
36,25
69,21
23,68
39,29
26,21
43,11
17,53
25,46
45,5
49,25
43,29
65,23
30,47
29,4
29,35
31,3
57,11
53,63
51,33
55,9
42,43
61,1
4,55
25,49
57,5
55,7
48,43
53,44
23,69
58,25
57,13
66,9
52,31
23,1
33,25
25,35
35,7
3,55
46,5
11,11
45,35
4,61
36,29
42,7
18,65
31,25
31,57
5,57
43,25
22,65
41,36
27,39
1,35
61,59
47,49
55,13
39,11
32,43
35,31
27,9
49,15
34,11
47,6
45,40
69,17
35,47
52,5
3,25
55,65
31,47
31,54
31,38
43,33
53,23
68,11
39,27
37,3
23,47
41,45
65,5
26,7
6,65
45,31
33,27
37,33
63,22
21,24
45,45
27,14
1,64
45,15
39,38
39,69
25,7
55,3
22,27
27,7
51,22
40,39
33,13
21,63
33,22
59,17
49,22
37,47
32,29
41,49
53,16
29,43
53,20
9,62
27,15
16,69
7,62
27,13
32,23
69,27
36,39
38,37
26,3
43,53
19,12
39,65
9,66
39,13
52,37
35,55
37,52
27,29
51,45
35,19
51,5
29,33
59,61
41,37
26,19
45,33
1,63
41,55
49,40
19,37
7,25
42,37
3,67
46,37
1,57
25,9
28,53
23,27
37,18
29,15
40,23
51,35
29,11
69,22
68,15
47,3
36,57
27,35
27,32
19,25
43,34
65,3
54,31
33,52
52,69
56,9
47,19
52,3
29,20
64,5
29,49
51,7
67,4
43,30
37,13
47,41
61,7
55,21
69,13
27,23
32,17
62,3
53,15
46,69
56,43
1,53
48,11
61,14
27,36
63,3
64,21
5,63
61,17
41,25
49,29
29,39
44,49
37,45
33,35
36,3
41,54
49,34
54,63
65,61
48,47
60,3
57,29
53,45
46,31
33,43
57,42
41,67
65,18
44,67
31,19
51,67
42,39
39,45
33,5
25,51
58,59
39,15
27,11
33,41
26,41
51,17
51,12
62,25
24,49
54,39
69,19
20,41
63,4
47,7
38,19
17,69
39,46
33,54
55,66
11,66
61,9
31,43
40,49
33,30
59,8
48,1
15,54
57,23
28,21
51,24
7,64
21,19
45,43
3,70
38,13
44,45
49,65
47,53
25,11
23,12
53,64
43,19
33,7
51,2
63,43
39,1
33,56
21,9
21,68
53,22
56,37
43,56
49,9
43,18
41,31
61,24
22,63
52,17
49,3
70,1
64,15
25,69
45,25
38,33
43,42
60,7
16,55
67,3
41,13
39,39
44,21
45,48
66,11
25,41
28,69
27,3
1,61
33,42
45,14
56,45
33,40
67,29
69,4
34,43
43,31
48,65
48,3
49,4
30,25
46,15
27,30
14,47
19,41
18,69
39,64
47,8
57,3
45,27
63,17
40,35
31,31
7,54
56,23
22,52
60,68
60,23
61,40
68,8
59,40
54,40
35,0
34,46
66,70
29,68
8,4
19,64
61,56
0,3
20,60
20,44
8,44
21,64
5,26
53,0
60,30
36,2
54,56
8,26
58,58
40,27
46,2
62,62
40,29
34,0
61,60
11,38
61,34
34,57
50,45
4,30
44,2
64,61
38,26
54,33
48,30
33,26
42,50
65,48
54,62
4,13
36,32
54,35
20,38
59,56
34,28
37,0
58,9
0,69
64,51
46,46
41,58
56,26
60,48
7,0
32,41
45,42
34,51
39,30
37,2
38,51
42,16
40,37
34,36
66,48
20,5
45,66
66,12
6,6
52,56
49,38
55,62
56,2
36,62
18,3
42,61
62,0
2,46
40,70
21,40
63,46
38,66
58,34
42,53
8,62
40,62
27,40
4,44
62,41
44,48
68,0
59,26
14,53
48,29
52,35
64,0
8,12
65,44
42,35
46,47
65,0
29,10
58,24
63,2
40,0
11,56
62,36
30,32
12,3
26,66
40,14
2,52
45,64
15,18
69,6
51,50
47,56
59,24
42,34
58,61
62,55
25,68
52,46
40,43
18,70
22,58
5,0
57,46
3,0
34,47
36,27
36,63
2,70
20,31
28,24
31,36
28,58
60,42
56,58
58,33
36,14
64,50
53,62
44,30
46,70
37,70
41,16
1,24
58,23
28,52
50,68
54,28
58,68
66,18
38,39
20,53
10,40
54,48
66,34
50,28
54,60
42,48
34,39
52,60
16,36
51,52
50,41
26,56
14,37
5,44
54,51
30,62
49,68
20,52
58,22
46,34
46,45
34,32
16,70
0,1
43,58
70,4
57,70
60,34
0,36
5,52
38,10
60,31
39,40
12,36
52,34
2,54
52,70
32,63
36,24
61,20
22,54
66,55
35,68
6,17
0,22
33,58
52,66
60,18
48,16
56,28
54,30
3,50
28,54
36,41
4,52
50,42
56,0
40,13
9,0
5,20
5,32
30,51
1,18
49,66
69,0
30,45
70,41
56,47
2,37
28,60
6,52
43,62
68,22
24,46
0,17
67,8
49,46
30,70
52,38
14,39
62,10
68,56
50,43
38,43
29,34
52,30
62,32
62,23
13,66
30,36
38,45
56,53
58,8
24,58
37,20
40,20
56,52
55,22
29,48
8,46
52,28
36,67
28,34
53,30
40,38
41,18
40,47
51,42
11,40
64,7
38,11
6,46
7,46
48,60
37,54
24,56
18,61
14,36
59,50
8,65
58,46
38,42
18,62
0,24
60,60
55,58
66,56
32,47
34,23
63,58
66,1
26,40
1,52
60,33
53,48
42,44
2,16
39,14
30,59
21,56
56,62
4,17
40,15
58,64
40,24
32,25
30,11
22,56
32,44
50,22
6,4
49,56
2,18
64,58
24,36
38,16
28,29
64,4
66,62
24,60
70,3
67,32
66,2
38,46
28,68
23,36
32,56
2,22
37,32
59,68
40,36
68,2
58,30
63,6
64,53
50,58
56,56
8,66
60,32
42,19
33,14
19,8
58,67
36,45
44,59
16,14
34,56
24,70
22,68
64,48
36,23
60,64
62,42
10,39
21,52
12,58
46,17
48,50
44,36
20,39
48,61
49,20
52,57
48,67
48,68
66,60
70,45
2,8
56,10
35,52
62,12
40,66
27,58
50,48
56,51
30,68
50,37
50,49
16,15
9,4
34,52
19,4
30,54
30,50
34,21
22,70
35,70
30,10
44,38
29,0
34,66
63,48
62,30
38,1
21,60
69,70
2,15
67,6
34,61
70,48
30,14
42,64
25,18
31,16
14,70
34,14
12,43
46,9
39,62
0,41
28,12
34,24
34,50
16,0
48,54
31,44
40,54
51,38
70,29
50,24
57,54
28,10
20,62
42,14
44,40
10,46
34,45
66,64
53,32
56,64
54,22
42,41
52,42
37,48
55,28
14,27
32,28
54,17
27,60
24,28
62,69
1,22
33,44
62,70
2,38
28,44
12,46
50,55
62,52
30,0
35,64
37,16
46,7
24,54
40,58
2,24
10,4
62,8
49,32
24,59
8,70
66,25
35,50
44,44
44,51
18,2
32,64
4,12
36,61
6,45
48,64
33,64
8,64
70,46
0,49
47,28
0,15
52,44
55,0
48,18
60,19
62,21
24,48
30,56
11,46
56,30
50,3
44,18
50,35
1,70
28,59
32,27
30,18
16,62
36,42
44,14
32,70
32,1
55,50
57,10
47,2
64,22
19,62
38,44
22,33
54,59
36,9
6,24
60,52
38,54
56,24
68,16
54,65
47,52
50,59
44,57
12,44
2,0
48,34
10,16
68,40
32,16
70,30
38,2
66,8
31,46
21,54
20,36
69,50
58,5
49,28
7,8
38,24
68,19
8,69
8,21
0,4
48,24
8,48
12,37
46,61
56,38
19,6
4,7
48,23
44,26
30,66
21,66
12,48
38,22
50,2
59,10
30,15
14,20
34,60
28,40
30,17
56,18
67,58
10,2
36,4
0,11
12,51
44,5
46,13
5,10
21,62
6,28
64,31
10,38
26,33
58,56
68,66
24,42
70,18
66,17
38,8
55,38
70,13
8,20
38,6
48,58
60,47
65,20
52,2
39,36
64,3
2,40
9,40
68,48
16,10
39,68
14,12
26,2
2,32
54,32
13,40
20,27
22,21
68,17
27,56
20,18
10,64
33,60
24,50
36,30
36,52
59,30
8,30
10,62
30,8
36,70
47,24
44,34
12,53
36,36
64,33
2,2
28,65
33,66
8,22
12,32
12,4
42,20
6,59
69,40
20,56
0,51
44,9
44,31
36,28
60,58
55,64
0,46
42,66
68,43
54,4
52,26
0,56
61,6
20,64
14,48
4,36
54,20
10,49
4,68
50,4
0,18
62,51
13,68
10,15
57,58
18,34
33,28
61,44
56,69
6,62
66,29
0,58
24,2
41,50
42,40
37,38
10,58
32,20
10,0
24,26
60,0
34,12
9,28
28,28
65,12
68,50
10,68
62,54
12,8
37,26
56,15
20,54
34,34
48,0
10,22
38,34
23,34
58,16
20,19
6,7
38,20
44,60
21,16
36,48
38,58
8,50
43,8
0,6
68,62
38,48
58,50
8,23
59,54
36,22
34,44
12,15
9,20
2,4
22,55
5,42
24,21
37,58
16,42
18,67
12,23
5,28
34,54
55,24
28,16
38,62
50,46
22,44
10,47
13,8
38,7
58,20
57,20
6,60
52,32
26,45
22,60
46,39
16,4
42,29
4,19
4,0
28,18
56,42
44,52
4,25
13,48
48,66
62,2
29,52
38,69
0,52
6,0
38,4
24,24
16,2
2,5
35,28
4,31
68,52
57,44
50,56
0,68
68,44
50,0
26,18
10,63
34,68
36,10
36,38
56,12
24,11
2,34
10,54
64,44
36,60
14,34
21,0
14,25
46,42
33,68
48,32
55,4
4,16
18,42
6,64
0,61
67,30
56,67
41,70
42,18
46,54
5,36
59,58
18,23
47,18
44,47
53,40
70,21
14,56
36,5
30,64
42,60
26,0
1,56
68,4
34,30
47,26
30,52
62,50
33,34
27,22
2,50
0,38
12,61
57,38
6,8
54,3
55,42
17,62
36,12
39,48
56,32
51,40
32,4
25,10
27,68
36,68
29,56
50,12
26,55
10,48
42,45
52,61
22,10
0,14
8,53
30,40
43,38
48,10
3,4
23,60
27,2
61,58
12,38
68,28
40,67
58,14
55,56
19,34
36,50
70,24
46,20
70,25
67,0
54,70
68,13
54,8
18,14
5,54
54,38
40,25
32,8
63,24
4,40
68,45
64,32
38,52
51,64
2,65
5,16
51,28
20,58
64,66
0,45
10,45
50,62
70,60
30,3
18,37
70,35
12,18
16,52
16,20
56,16
18,48
50,9
45,22
70,2
70,58
11,42
20,30
52,11
11,12
56,54
48,45
18,29
40,46
14,16
7,36
43,68
8,2
0,70
60,65
38,56
33,4
35,22
16,58
55,8
13,62
22,51
12,14
58,36
66,47
45,50
26,29
67,68
18,57
26,30
29,66
30,29
0,26
37,24
18,54
22,41
68,30
0,33
58,18
3,64
37,46
0,27
24,39
2,56
6,63
26,22
49,2
6,58
56,20
38,14
54,68
55,10
27,70
45,62
15,2
67,36
34,62
10,32
26,26
0,20
50,53
36,20
0,7
62,49
35,58
16,38
20,70
31,22
35,42
57,22
12,34
4,9
16,54
11,64
50,20
12,5
50,54
67,52
64,62
39,58
18,49
60,43
2,62
26,20
18,13
18,11
16,41
5,56
20,40
14,44
50,50
36,34
12,62
35,10
46,64
2,27
24,18
69,34
62,56
24,66
67,22
66,28
26,24
65,8
20,50
20,48
44,54
46,4
25,66
58,37
20,59
31,58
47,64
24,22
50,34
32,22
24,23
28,0
