243732190345904, 278625889146229, 469142255639774 @ 82, 10, -386
288308972684119, 430518894827614, 290322006622509 @ -7, -291, -42
337675090001295, 339017711334578, 309925484092909 @ -19, -19, -6
295291732064843, 381657567718188, 175384902471696 @ 15, -127, 183
398623919717705, 346322463071578, 336749529364587 @ -57, 9, -8
248821318265124, 329245684047765, 39544358516668 @ 112, 11, 358
398688477963599, 240245190115734, 326947523177649 @ -99, 121, -26
304305421789596, 236387117745853, 300623609540708 @ -149, 33, -178
215270208040848, 163437757524917, 444729746640528 @ 89, 254, -794
216507787357108, 196779271647845, 224968899744164 @ 70, 122, -16
453768877330922, 430834007262225, 408818159250434 @ -345, -304, -286
380490869935106, 359209718325841, 324402997213274 @ -6, 22, 29
354510156553034, 356520055406239, 289744340620814 @ -254, -272, -119
412518345277244, 325841451870389, 451916907564984 @ -54, 46, -120
235371258929300, 181551438403891, 407515097406080 @ 136, 203, -87
498545749037246, 402158384800438, 500553316064522 @ -142, -33, -167
219557381648436, 203576429601365, 211986899758324 @ -70, -16, -96
429612395294540, 389758164043101, 231186132207468 @ -99, -47, 115
191993489477521, 182616584707539, 76166745194791 @ 185, 200, 322
389806105397870, 74519734873613, 543503931331590 @ -57, 334, -270
275374251415042, 287519243174663, 292626803470934 @ 65, 49, 14
309255531958219, 434315875497498, 302599520547640 @ 47, -97, 31
504510335369036, 458525297876755, 234756123669806 @ -204, -143, 108
220108634903579, 214501750778539, 204841819762469 @ 7, -8, 28
246712247314742, 217086004527549, 237824152204800 @ -9, 70, -23
235521515505679, 230008714491202, 264787376879745 @ -83, -99, -314
235494642511179, 353376462999282, 267207159809243 @ -83, -799, -328
109328583422525, 205824524451733, 176568567495778 @ 315, 162, 181
411029167314797, 398582139488935, 367164353648498 @ -47, -28, -23
253239103019698, 285003293799327, 362729487145832 @ 91, 43, -103
281404944134469, 178580240689686, 174758692009467 @ -23, 203, 186
274855833181220, 259571765194549, 250573425904556 @ -64, -35, -33
210612224456960, 128469666112531, 160365107366528 @ 38, 517, 293
220113070465540, 366762124560645, 198333857441964 @ 79, -443, 109
351532962265820, 417810720334708, 202866847989896 @ 8, -61, 151
308639698065644, 357941369780689, 252832530355602 @ 72, 30, 105
351147416235099, 113277553236629, 407303396276199 @ -19, 290, -116
370659873185212, 370411262283379, 401321851010696 @ -20, -15, -79
318969767271380, 323872080160005, 278273542733852 @ -9, -16, 26
462449822956775, 320846295920872, 346547174576090 @ -79, 67, 13
333301087229264, 362903904622549, 294158014197024 @ -267, -378, -186
384704303045005, 288872914979040, 363339422141342 @ -19, 89, -19
301136419714313, 371306150165815, 205637568276380 @ -5, -128, 131
195864629774174, 372850456005499, 177062422161344 @ 169, -303, 181
394179625597135, 425562614990951, 464391714687766 @ -35, -64, -135
304119032704964, 246256358870059, 298349425200662 @ -48, 65, -68
340363726753334, 385458530026909, 297215915046644 @ 43, 6, 63
337902815013884, 348130881467329, 323602950522164 @ -44, -60, -49
246948585944744, 217319959823629, 216160209168374 @ -66, 30, 14
273188903053972, 345137109884229, 55019694257820 @ 65, -40, 360
255837668631914, 248840769393379, 160908646771274 @ -113, -115, 254
220970475306420, 292130363657397, 339295905613174 @ 8, -422, -696
196013637025817, 161698163152423, 226163213886245 @ 149, 276, -52
554156774736804, 312266752123197, 235656325420340 @ -208, 61, 116
350081823517900, 542403266494495, 87437094197786 @ 8, -204, 281
391427340278916, 486685566615662, 316538890668900 @ -32, -131, 27
329650873244084, 179397158918413, 288048969332804 @ -28, 204, 9
363608826159944, 409304930345389, 325820818116254 @ -234, -354, -178
247048964628829, 297120527655939, 268073572437919 @ 37, -104, -54
464036361020282, 209481228329848, 292821010844096 @ -126, 171, 47
239718260293154, 426365716776583, 309233902990538 @ 117, -147, -8
369301724461196, 314340366359695, 307126856753816 @ -152, -52, -65
186905114139727, 98277757872822, 229020008049790 @ 193, 901, -279
246369691114507, 71396470114068, 242049588737042 @ 131, 317, 113
210384717282820, 227212448653573, 194643947096588 @ -29, -279, 20
178978006192314, 146233510434339, 225913350639334 @ 298, 596, -455
430924471198668, 468396176017887, 184829140773066 @ -52, -83, 172
318530961409914, 243585018943053, 153849812041611 @ 22, 122, 210
309206214481664, 377261625379249, 316360399119899 @ 20, -74, -16
315997361414555, 231428748733363, 262616164995482 @ 49, 148, 85
175941893791073, 79741094011708, 44280501949109 @ 209, 357, 384
370926726309623, 479008637864715, 183861622876682 @ 9, -92, 173
231798423376250, 267281664332585, 268500598105348 @ 111, 44, 15
432590023780100, 386972904617645, 261638500017052 @ -60, -7, 93
188244314411654, 216748977305269, 112777704605474 @ 182, -126, 709
244102005185504, 326918642766779, 240897264765724 @ -18, -347, -53
213340707100973, 234557890851700, 236882541774395 @ 155, 127, 96
307174290429198, 196661614765904, 191370655092636 @ 50, 185, 163
345134168669352, 322964838178385, 455869498147182 @ 14, 44, -134
222293224980292, 253934017655155, 228226572062764 @ 80, -39, 19
270364806091404, 367483883360629, 121739821788124 @ -19, -276, 321
265373698520354, 241326869449963, 261113897338016 @ 17, 63, -7
65940908346583, 145465734684508, 187845593878831 @ 325, 243, 168
223881595900215, 281119573650347, 341232159480616 @ 155, 104, 15
215184122140794, 234159185557874, 203503203459644 @ 34, -119, 35
251089910324554, 195714789290864, 187689181275624 @ 62, 169, 159
194686944314384, 263306831965873, 177561083616440 @ 107, -763, 182
314373390830012, 397488351101785, 202826995105748 @ -22, -163, 137
204420926919249, 228668596949341, 277509521925509 @ 137, 42, -136
380506094073392, 395143547410237, 210951567397576 @ -30, -42, 141
153900625719004, 8601225339829, 214590832735274 @ 292, 714, 68
310091562260222, 245914730072642, 240477914471071 @ -30, 83, 66
442104131722604, 389082553119604, 511731379947299 @ -232, -145, -376
199186151575842, 129182094118123, 130075065891190 @ 73, 663, 646
347225309884052, 479558625679933, 244154636935460 @ 6, -143, 102
200369603421894, 192133436702763, 195405700340276 @ 37, 17, -25
369076279873724, 511305591750157, 17012654199338 @ 12, -122, 338
289997519998603, 243494360317673, 176831979760491 @ 89, 142, 180
334214425782345, 228728403802222, 200846391989948 @ -115, 99, 131
369988106970290, 223531085288829, 338231766108928 @ -189, 110, -155
429734633425235, 293560523486104, 488548294808531 @ -65, 85, -150
394331312507444, 322601667658765, 231141217620380 @ -18, 61, 125
263477684232732, 153339932591665, 223130000069120 @ -46, 279, 38
280737863011820, 212522991793837, 257639016458476 @ -165, 69, -125
192802749217661, 133735978877437, 289456755157331 @ 151, 506, -612
171510516153364, 191207333072002, 256914241329188 @ 272, 129, -229
239292793729335, 215842596137022, 205353095211725 @ -167, -67, -10
212598129907048, 186287199881485, 178345127953460 @ -107, 84, 173
257930116551823, 349048582009776, 310749569097037 @ -7, -277, -194
228060455502404, 289061036420469, 155394636549132 @ 42, -205, 261
291736002298964, 174993811851489, 204011572684664 @ -12, 211, 128
253624738271752, 296452990974403, 415341395965657 @ 116, 72, -92
279410568059684, 237102933725349, 84475668292164 @ 96, 146, 276
33222779249690, 15490158692989, 46262273117060 @ 365, 390, 327
281195399343594, 256173091089530, 294121791085896 @ -38, 13, -105
211415801546044, 98824812270389, 271941922387364 @ 157, 320, 44
335069930327354, 334193836996129, 281714319675374 @ 11, 16, 52
437687495812022, 434028739189563, 364572989716226 @ -255, -251, -154
336857997169968, 361454552836353, 469390112486866 @ -140, -202, -467
351341441224811, 359586568736674, 317911746661448 @ 9, 5, 23
304551348333750, 208934375341643, 309384133853392 @ -26, 148, -65
306147021321170, 257832849131799, 309068656128615 @ -54, 40, -92
288837318348179, 384125908132072, 234398702668799 @ -33, -251, 54
290290016424936, 249342608439643, 256010522159480 @ -22, 57, 17
213017452237478, 302222579230677, 179774363389287 @ 18, -638, 166
383114520086624, 426854514436984, 301560065477339 @ -60, -113, 20
364736654336654, 317682961314349, 399784044809478 @ -33, 30, -102
285575229612599, 220117762833172, 202730743594148 @ -93, 81, 107
337367694363443, 231802880047471, 343972875671126 @ -27, 128, -63
187016878804004, 336461147471259, 314219134231281 @ 192, 20, 18
356683662015586, 174526408037295, 202350113084274 @ -154, 212, 129
250271233383684, 459756396780666, 222505179732823 @ 32, -509, 66
242279433306276, 390944755705680, 380317245416905 @ 64, -289, -290
215490966924364, 213730509180234, 207543883762604 @ 8, -37, -13
198140604120026, 252361970344381, 164225912911988 @ 71, -626, 327
547576956456439, 510363925876332, 534107987352637 @ -313, -259, -320
348106292236119, 268873249897863, 223199830695887 @ -53, 68, 110
407382462342500, 258144234715165, 303665548320122 @ -160, 78, -22
182819911189229, 242658622724629, 185364810606674 @ 231, -414, 109
421095130034724, 346493988466919, 458542819654014 @ -64, 23, -128
233652328042196, 288209476547193, 389634457101046 @ 144, 94, -39
343954820727599, 160237503295663, 446747076080003 @ 7, 228, -138
476878576717220, 419254477769797, 366406589601056 @ -160, -86, -50
167453303951944, 283106802574559, 252173376248752 @ 212, 100, 103
265232184757156, 247983823850253, 244569851781820 @ -176, -131, -135
203906069832176, 192396331916401, 188542010511716 @ 28, 46, 75
315924254503160, 315656438886730, 218302712088566 @ 20, 23, 125
299909624409644, 292741915171009, 338486852865104 @ 10, 21, -80
271920880262874, 254317553725649, 236330242576844 @ -17, 16, 35
227269517019508, 97621858660597, 321931472996604 @ 23, 537, -426
151279124776878, 206682628443807, 218131812309598 @ 239, 169, 126
208678911129753, 156563158245939, 191586770512065 @ -71, 440, 12
282692875870864, 330638936132352, 324762787306459 @ 52, -17, -36
288990615056444, 325026913675549, 244146000662204 @ 29, -29, 73
396460210219930, 343829399382180, 296260481826212 @ -190, -97, -37
259802578313324, 388607494451627, 212607181576488 @ 12, -317, 93
247191348950273, 378913800537589, 171899097571151 @ 121, -30, 186
418241568969308, 388984321939968, 320318936408403 @ -264, -211, -102
378613557802976, 343832968186921, 265485333215312 @ -55, -7, 66
241869656048552, 231132492460165, 228306647866940 @ -21, -6, -17
210766682614070, 195090312450915, 153665324776120 @ 135, 163, 237
296768361751059, 291830568921934, 305984721000599 @ 25, 33, -16
393692091127076, 366035852248561, 249683721095117 @ -64, -26, 90
262034555718005, 242812720175557, 175962192386276 @ -129, -78, 187
286953489290724, 277384268083429, 287470985840044 @ -220, -210, -273
120509136116246, 159755307093760, 128826086672576 @ 306, 237, 263
244459427182480, 206762645152988, 255548180793568 @ 124, 173, 87
247904518343169, 354588433650479, 202903172797639 @ 107, -40, 144
284596102506416, 74467661026157, 422817927914852 @ 51, 356, -175
346028219022056, 71761937209378, 361082665598801 @ 28, 317, -10
